Riding,Voter Number,Rank Ballot,Range Ballot,Approval Ballot
92,1853,NDP;GREEN;LIBERAL;CPC,1;3;2;4,NO;YES;NO;YES
92,1854,CPC;NDP;LIBERAL;GREEN,2;1;2;2,YES;YES;YES;YES
92,1855,CPC;NDP;LIBERAL;GREEN,5;1;2;4,YES;NO;YES;YES
92,1856,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;NO;NO;NO
92,1857,LIBERAL;NDP;GREEN;CPC,2;2;3;3,NO;NO;YES;YES
92,1858,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
92,1859,CPC;GREEN;NDP;LIBERAL,2;1;1;1,YES;YES;YES;YES
92,1860,NDP;GREEN;LIBERAL;CPC,1;3;1;4,NO;NO;NO;YES
92,1861,LIBERAL;NDP;GREEN;CPC,1;1;5;1,NO;NO;YES;NO
92,1862,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;NO
92,1863,NDP;LIBERAL;GREEN;CPC,1;1;1;3,NO;NO;NO;YES
92,1864,NDP;GREEN;LIBERAL;CPC,1;2;1;2,NO;YES;NO;YES
92,1865,CPC;LIBERAL;NDP;GREEN,4;3;3;3,YES;YES;YES;YES
92,1866,NDP;LIBERAL;CPC;GREEN,1;1;2;3,YES;YES;YES;YES
93,1867,LIBERAL;CPC;GREEN;NDP,1;1;2;1,NO;NO;YES;NO
93,1868,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;YES;YES;YES
93,1869,CPC;GREEN;LIBERAL;NDP,3;2;1;1,YES;YES;NO;NO
93,1870,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;NO
93,1871,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;YES
93,1872,GREEN;NDP;LIBERAL;CPC,1;4;2;3,NO;YES;NO;NO
93,1873,NDP;CPC;GREEN;LIBERAL,1;1;1;3,NO;NO;NO;YES
93,1874,LIBERAL;GREEN;NDP;CPC,1;4;4;2,NO;YES;YES;NO
93,1875,LIBERAL;NDP;GREEN;CPC,1;1;1;1,YES;YES;YES;YES
93,1876,CPC;GREEN;LIBERAL;NDP,3;2;1;1,YES;NO;NO;NO
93,1877,NDP;CPC;GREEN;LIBERAL,1;1;1;2,NO;NO;NO;YES
93,1878,CPC;GREEN;NDP;LIBERAL,4;3;2;3,YES;YES;YES;YES
93,1879,NDP;LIBERAL;GREEN;CPC,1;1;2;3,NO;NO;NO;YES
93,1880,CPC;NDP;GREEN;LIBERAL,1;1;1;1,YES;YES;YES;YES
93,1881,LIBERAL;GREEN;CPC;NDP,4;4;4;1,YES;YES;YES;NO
93,1882,NDP;LIBERAL;CPC;GREEN,2;1;3;4,YES;YES;YES;YES
93,1883,LIBERAL;NDP;GREEN;CPC,1;1;2;1,NO;NO;YES;NO
93,1884,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;NO;NO;NO
93,1885,LIBERAL;CPC;NDP;GREEN,2;1;3;1,YES;NO;YES;NO
93,1886,CPC;GREEN;NDP;LIBERAL,3;2;2;2,YES;YES;YES;YES
93,1887,NDP;GREEN;LIBERAL;CPC,1;1;1;1,YES;YES;YES;YES
94,1888,CPC;NDP;LIBERAL;GREEN,3;2;2;2,YES;YES;YES;YES
94,1889,LIBERAL;GREEN;NDP;CPC,1;2;4;1,YES;YES;YES;YES
94,1890,CPC;NDP;LIBERAL;GREEN,3;2;2;2,YES;YES;YES;YES
94,1891,NDP;GREEN;CPC;LIBERAL,1;2;1;3,YES;YES;YES;YES
94,1892,CPC;LIBERAL;NDP;GREEN,4;2;3;2,YES;YES;YES;YES
94,1893,CPC;NDP;LIBERAL;GREEN,2;1;1;2,YES;YES;YES;YES
94,1894,LIBERAL;NDP;CPC;GREEN,1;1;2;2,YES;YES;YES;YES
94,1895,LIBERAL;CPC;NDP;GREEN,2;1;4;1,YES;NO;YES;NO
94,1896,LIBERAL;NDP;GREEN;CPC,2;3;4;4,NO;NO;YES;YES
94,1897,CPC;GREEN;NDP;LIBERAL,1;1;1;1,YES;YES;YES;YES
94,1898,CPC;GREEN;NDP;LIBERAL,4;3;2;2,YES;YES;NO;NO
94,1899,CPC;GREEN;LIBERAL;NDP,2;1;1;1,YES;NO;NO;NO
94,1900,CPC;GREEN;NDP;LIBERAL,2;1;1;1,YES;NO;NO;NO
94,1901,CPC;LIBERAL;NDP;GREEN,2;1;1;1,YES;NO;NO;NO
94,1902,NDP;LIBERAL;CPC;GREEN,3;2;4;5,YES;YES;YES;YES
94,1903,LIBERAL;CPC;NDP;GREEN,2;1;3;2,NO;NO;YES;NO
94,1904,CPC;NDP;LIBERAL;GREEN,2;1;1;1,YES;YES;YES;YES
94,1905,LIBERAL;NDP;GREEN;CPC,1;1;2;1,NO;NO;YES;NO
94,1906,LIBERAL;NDP;GREEN;CPC,1;2;4;2,NO;YES;YES;YES
94,1907,CPC;NDP;LIBERAL;GREEN,3;1;2;3,YES;NO;YES;YES
95,1908,LIBERAL;NDP;CPC;GREEN,2;1;4;3,YES;NO;YES;YES
95,1909,NDP;GREEN;LIBERAL;CPC,1;3;2;4,NO;YES;NO;YES
95,1910,LIBERAL;GREEN;CPC;NDP,2;3;3;2,YES;YES;YES;YES
95,1911,LIBERAL;CPC;GREEN;NDP,2;2;4;1,NO;NO;YES;NO
95,1912,NDP;GREEN;LIBERAL;CPC,1;2;2;3,YES;YES;YES;YES
95,1913,CPC;NDP;GREEN;LIBERAL,3;2;1;2,YES;NO;NO;NO
95,1914,LIBERAL;NDP;GREEN;CPC,1;2;5;4,YES;YES;YES;YES
95,1915,LIBERAL;GREEN;CPC;NDP,3;3;4;2,YES;YES;YES;NO
95,1916,CPC;NDP;GREEN;LIBERAL,2;1;1;2,YES;NO;NO;YES
95,1917,NDP;GREEN;LIBERAL;CPC,1;1;1;2,YES;YES;YES;YES
95,1918,NDP;LIBERAL;CPC;GREEN,3;1;3;3,YES;YES;YES;YES
95,1919,LIBERAL;NDP;CPC;GREEN,1;1;4;2,NO;NO;YES;YES
95,1920,NDP;CPC;GREEN;LIBERAL,1;1;1;2,NO;NO;NO;YES
95,1921,CPC;NDP;GREEN;LIBERAL,5;2;1;3,YES;NO;NO;YES
95,1922,NDP;CPC;LIBERAL;GREEN,3;1;2;4,NO;NO;NO;YES
95,1923,NDP;GREEN;LIBERAL;CPC,1;2;1;4,NO;NO;NO;YES
95,1924,LIBERAL;CPC;NDP;GREEN,3;1;4;2,YES;NO;YES;NO
95,1925,LIBERAL;NDP;GREEN;CPC,2;3;4;3,YES;YES;YES;YES
95,1926,CPC;GREEN;NDP;LIBERAL,4;3;1;2,YES;NO;NO;NO
95,1927,LIBERAL;NDP;GREEN;CPC,1;1;4;3,NO;NO;YES;YES
95,1928,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;NO;NO;YES
96,1929,CPC;GREEN;NDP;LIBERAL,2;1;1;1,YES;NO;NO;NO
96,1930,LIBERAL;NDP;GREEN;CPC,1;1;3;3,NO;NO;YES;YES
96,1931,LIBERAL;GREEN;NDP;CPC,3;4;4;4,YES;YES;YES;YES
96,1932,CPC;LIBERAL;NDP;GREEN,5;1;4;2,YES;YES;YES;YES
96,1933,CPC;GREEN;NDP;LIBERAL,2;1;1;1,YES;YES;YES;YES
96,1934,CPC;NDP;GREEN;LIBERAL,4;2;2;3,YES;YES;YES;YES
96,1935,CPC;LIBERAL;NDP;GREEN,5;1;4;2,YES;NO;YES;YES
96,1936,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;NO
96,1937,NDP;LIBERAL;GREEN;CPC,1;1;2;2,YES;YES;YES;YES
96,1938,CPC;GREEN;NDP;LIBERAL,4;1;1;1,YES;NO;NO;NO
96,1939,LIBERAL;CPC;GREEN;NDP,1;1;1;1,YES;YES;YES;YES
96,1940,LIBERAL;CPC;NDP;GREEN,2;1;3;1,YES;NO;YES;NO
96,1941,CPC;GREEN;NDP;LIBERAL,4;2;1;1,YES;YES;NO;NO
96,1942,NDP;LIBERAL;CPC;GREEN,2;1;2;5,YES;NO;YES;YES
96,1943,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
96,1944,CPC;NDP;LIBERAL;GREEN,5;2;3;3,YES;NO;NO;NO
96,1945,LIBERAL;GREEN;CPC;NDP,1;1;2;1,YES;YES;YES;YES
96,1946,LIBERAL;GREEN;CPC;NDP,1;2;4;1,YES;YES;YES;YES
96,1947,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;YES
96,1948,NDP;GREEN;LIBERAL;CPC,1;2;2;3,YES;YES;YES;YES
97,1949,LIBERAL;CPC;NDP;GREEN,4;1;4;2,YES;YES;YES;YES
97,1950,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;YES;YES;YES
97,1951,CPC;NDP;LIBERAL;GREEN,2;1;1;1,YES;NO;NO;NO
97,1952,NDP;GREEN;LIBERAL;CPC,1;1;1;2,NO;NO;NO;YES
97,1953,LIBERAL;GREEN;NDP;CPC,2;3;3;2,NO;YES;YES;NO
97,1954,CPC;LIBERAL;NDP;GREEN,4;1;3;2,YES;YES;YES;YES
97,1955,NDP;GREEN;LIBERAL;CPC,1;4;2;4,NO;YES;NO;YES
97,1956,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;YES;YES;YES
97,1957,NDP;LIBERAL;GREEN;CPC,1;1;2;3,YES;YES;YES;YES
97,1958,CPC;GREEN;NDP;LIBERAL,4;3;1;1,YES;YES;NO;NO
97,1959,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;YES;YES;YES
97,1960,CPC;NDP;GREEN;LIBERAL,5;3;2;3,YES;YES;NO;YES
97,1961,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;YES;NO;NO
97,1962,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;NO;YES;NO
97,1963,LIBERAL;GREEN;CPC;NDP,1;2;4;1,NO;NO;YES;NO
97,1964,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;NO
97,1965,LIBERAL;GREEN;CPC;NDP,2;3;3;1,YES;YES;YES;NO
97,1966,CPC;LIBERAL;NDP;GREEN,4;2;3;2,YES;NO;YES;NO
97,1967,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;NO
98,1968,GREEN;NDP;LIBERAL;CPC,2;4;2;3,YES;YES;YES;YES
98,1969,GREEN;NDP;LIBERAL;CPC,1;3;2;2,YES;YES;YES;YES
98,1970,NDP;GREEN;CPC;LIBERAL,1;1;1;2,NO;NO;NO;YES
98,1971,CPC;GREEN;LIBERAL;NDP,4;3;2;1,YES;YES;NO;NO
98,1972,LIBERAL;NDP;GREEN;CPC,1;1;3;2,YES;YES;YES;YES
98,1973,LIBERAL;CPC;NDP;GREEN,2;1;3;1,YES;YES;YES;YES
98,1974,LIBERAL;CPC;GREEN;NDP,1;1;2;1,NO;NO;YES;NO
98,1975,GREEN;NDP;CPC;LIBERAL,1;2;1;1,NO;YES;NO;NO
98,1976,LIBERAL;NDP;GREEN;CPC,1;2;4;2,YES;YES;YES;YES
98,1977,NDP;LIBERAL;GREEN;CPC,1;2;3;4,NO;NO;YES;YES
98,1978,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;NO;NO;NO
98,1979,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;NO
98,1980,GREEN;LIBERAL;NDP;CPC,1;4;2;1,NO;YES;YES;NO
98,1981,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;YES;YES;NO
98,1982,GREEN;NDP;CPC;LIBERAL,2;3;1;2,YES;YES;YES;YES
98,1983,GREEN;LIBERAL;CPC;NDP,1;3;3;1,NO;YES;YES;NO
98,1984,GREEN;NDP;LIBERAL;CPC,1;4;2;3,NO;YES;NO;NO
98,1985,GREEN;NDP;LIBERAL;CPC,2;3;2;2,YES;YES;YES;YES
98,1986,GREEN;NDP;CPC;LIBERAL,1;3;1;2,NO;YES;NO;YES
98,1987,LIBERAL;NDP;CPC;GREEN,2;1;4;3,NO;NO;YES;YES
98,1988,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;YES;YES;YES
99,1989,NDP;GREEN;CPC;LIBERAL,2;2;1;4,NO;NO;NO;YES
99,1990,CPC;GREEN;LIBERAL;NDP,2;2;2;1,YES;YES;YES;NO
99,1991,CPC;LIBERAL;NDP;GREEN,2;1;1;1,YES;NO;NO;NO
99,1992,LIBERAL;CPC;NDP;GREEN,1;1;4;1,NO;NO;YES;NO
99,1993,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;YES;YES;YES
99,1994,NDP;LIBERAL;CPC;GREEN,2;1;3;4,NO;NO;YES;YES
99,1995,LIBERAL;GREEN;NDP;CPC,1;2;4;2,YES;YES;YES;YES
99,1996,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
99,1997,NDP;GREEN;LIBERAL;CPC,1;1;1;2,YES;YES;YES;YES
99,1998,CPC;GREEN;NDP;LIBERAL,2;2;1;1,YES;YES;YES;YES
99,1999,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;NO
99,2000,CPC;LIBERAL;NDP;GREEN,5;1;4;1,YES;YES;YES;YES
99,2001,LIBERAL;GREEN;NDP;CPC,1;2;4;2,NO;NO;YES;NO
99,2002,LIBERAL;GREEN;NDP;CPC,1;2;2;2,YES;YES;YES;YES
99,2003,LIBERAL;CPC;GREEN;NDP,3;2;3;2,YES;YES;YES;YES
99,2004,CPC;LIBERAL;NDP;GREEN,4;1;2;1,YES;NO;YES;NO
99,2005,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;YES;YES;YES
99,2006,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
99,2007,CPC;NDP;LIBERAL;GREEN,2;1;1;1,YES;YES;YES;YES
100,2008,NDP;LIBERAL;GREEN;CPC,1;2;2;3,NO;YES;YES;YES
100,2009,CPC;NDP;LIBERAL;GREEN,2;1;1;1,YES;NO;NO;NO
100,2010,NDP;CPC;LIBERAL;GREEN,2;1;1;3,YES;YES;YES;YES
100,2011,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;YES;YES;YES
100,2012,NDP;LIBERAL;GREEN;CPC,1;1;3;4,NO;NO;YES;YES
100,2013,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;YES;YES;YES
100,2014,GREEN;LIBERAL;CPC;NDP,2;4;2;1,NO;YES;NO;NO
100,2015,LIBERAL;GREEN;NDP;CPC,2;4;4;3,YES;YES;YES;YES
100,2016,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;YES;YES;YES
100,2017,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;NO;YES;NO
100,2018,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;YES;YES;YES
100,2019,LIBERAL;CPC;GREEN;NDP,3;1;4;1,YES;NO;YES;NO
100,2020,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;YES;YES;NO
100,2021,LIBERAL;NDP;CPC;GREEN,1;1;1;1,YES;YES;YES;YES
100,2022,NDP;GREEN;LIBERAL;CPC,2;3;2;4,NO;YES;NO;YES
100,2023,GREEN;CPC;NDP;LIBERAL,1;1;1;1,YES;YES;YES;YES
100,2024,CPC;NDP;LIBERAL;GREEN,2;1;1;1,YES;NO;NO;NO
100,2025,CPC;GREEN;LIBERAL;NDP,4;2;1;1,YES;YES;NO;NO
100,2026,LIBERAL;NDP;GREEN;CPC,1;1;3;1,NO;NO;YES;NO
100,2027,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;YES;YES;YES
101,2028,NDP;LIBERAL;GREEN;CPC,1;1;2;4,NO;NO;NO;YES
101,2029,NDP;LIBERAL;CPC;GREEN,1;1;2;4,NO;NO;NO;YES
101,2030,CPC;LIBERAL;NDP;GREEN,4;1;2;1,YES;YES;YES;YES
101,2031,NDP;LIBERAL;GREEN;CPC,1;1;2;3,YES;YES;YES;YES
101,2032,NDP;CPC;GREEN;LIBERAL,2;2;1;3,NO;NO;NO;YES
101,2033,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;NO
101,2034,CPC;GREEN;NDP;LIBERAL,4;3;1;2,YES;YES;NO;NO
101,2035,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
101,2036,LIBERAL;NDP;CPC;GREEN,2;2;3;3,NO;NO;YES;YES
101,2037,LIBERAL;GREEN;NDP;CPC,2;3;4;2,YES;YES;YES;YES
101,2038,CPC;NDP;LIBERAL;GREEN,4;2;2;3,YES;NO;NO;NO
101,2039,NDP;GREEN;LIBERAL;CPC,1;3;2;4,NO;YES;YES;YES
101,2040,CPC;NDP;GREEN;LIBERAL,4;3;2;3,YES;YES;YES;YES
101,2041,CPC;NDP;GREEN;LIBERAL,3;2;1;2,YES;YES;YES;YES
101,2042,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;NO;NO;NO
101,2043,CPC;GREEN;LIBERAL;NDP,4;3;2;1,YES;NO;NO;NO
101,2044,LIBERAL;GREEN;CPC;NDP,2;3;4;1,NO;NO;YES;NO
101,2045,NDP;GREEN;LIBERAL;CPC,1;1;1;3,NO;NO;NO;YES
102,2046,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;NO
102,2047,LIBERAL;NDP;GREEN;CPC,1;1;5;1,YES;YES;YES;YES
102,2048,CPC;LIBERAL;GREEN;NDP,4;1;2;1,YES;NO;YES;NO
102,2049,LIBERAL;NDP;CPC;GREEN,2;2;4;3,YES;YES;YES;YES
102,2050,CPC;LIBERAL;GREEN;NDP,4;3;3;2,YES;YES;YES;NO
102,2051,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;NO;NO;NO
102,2052,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;NO;NO;NO
102,2053,NDP;LIBERAL;GREEN;CPC,1;2;3;4,YES;YES;YES;YES
102,2054,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;NO;NO;NO
102,2055,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;NO;YES;NO
102,2056,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;NO
102,2057,CPC;NDP;LIBERAL;GREEN,3;2;3;3,YES;YES;YES;YES
102,2058,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;YES
102,2059,LIBERAL;NDP;GREEN;CPC,1;2;3;2,YES;YES;YES;YES
102,2060,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
102,2061,LIBERAL;CPC;NDP;GREEN,3;1;4;2,YES;YES;YES;YES
102,2062,LIBERAL;NDP;CPC;GREEN,2;1;3;2,NO;NO;YES;NO
102,2063,LIBERAL;NDP;GREEN;CPC,2;2;4;3,YES;YES;YES;YES
102,2064,CPC;LIBERAL;NDP;GREEN,4;2;3;2,YES;NO;NO;NO
102,2065,LIBERAL;NDP;GREEN;CPC,1;1;4;1,NO;NO;YES;NO
102,2066,LIBERAL;NDP;GREEN;CPC,1;2;2;2,NO;YES;YES;YES
103,2067,LIBERAL;CPC;GREEN;NDP,2;1;2;1,YES;NO;YES;NO
103,2068,CPC;NDP;GREEN;LIBERAL,3;2;1;2,YES;NO;NO;NO
103,2069,NDP;LIBERAL;GREEN;CPC,1;1;1;1,YES;YES;YES;YES
103,2070,LIBERAL;GREEN;NDP;CPC,2;3;4;2,NO;NO;YES;NO
103,2071,LIBERAL;GREEN;CPC;NDP,1;2;3;1,NO;NO;YES;NO
103,2072,CPC;LIBERAL;GREEN;NDP,4;2;3;2,YES;YES;YES;YES
103,2073,LIBERAL;GREEN;NDP;CPC,1;2;4;1,YES;YES;YES;YES
103,2074,CPC;GREEN;LIBERAL;NDP,4;3;2;1,YES;YES;NO;NO
103,2075,LIBERAL;GREEN;NDP;CPC,1;1;3;1,YES;YES;YES;YES
103,2076,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;YES;NO;YES
103,2077,NDP;LIBERAL;GREEN;CPC,1;1;2;3,YES;YES;YES;YES
103,2078,CPC;GREEN;LIBERAL;NDP,4;4;3;2,YES;YES;NO;NO
103,2079,CPC;NDP;GREEN;LIBERAL,3;2;1;2,YES;YES;YES;YES
103,2080,LIBERAL;NDP;GREEN;CPC,1;2;4;3,YES;YES;YES;YES
103,2081,CPC;GREEN;NDP;LIBERAL,4;2;1;1,YES;YES;NO;NO
103,2082,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;NO
103,2083,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;NO;NO;YES
103,2084,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;NO;NO;NO
104,2085,LIBERAL;CPC;NDP;GREEN,3;1;4;2,NO;NO;YES;NO
104,2086,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;NO
104,2087,NDP;LIBERAL;GREEN;CPC,1;1;2;3,NO;NO;NO;YES
104,2088,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;NO;NO;YES
104,2089,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;NO;NO;NO
104,2090,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
104,2091,CPC;LIBERAL;GREEN;NDP,5;2;3;1,YES;NO;NO;NO
104,2092,LIBERAL;CPC;NDP;GREEN,2;1;3;2,YES;YES;YES;YES
104,2093,CPC;LIBERAL;NDP;GREEN,4;1;3;1,YES;NO;YES;NO
104,2094,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;NO;NO;YES
104,2095,NDP;LIBERAL;GREEN;CPC,1;2;4;4,NO;YES;YES;YES
104,2096,CPC;NDP;GREEN;LIBERAL,3;2;1;2,YES;YES;NO;YES
104,2097,CPC;NDP;LIBERAL;GREEN,1;1;1;1,YES;YES;YES;YES
104,2098,NDP;GREEN;CPC;LIBERAL,1;1;1;2,NO;NO;NO;YES
104,2099,CPC;GREEN;NDP;LIBERAL,3;1;1;1,YES;NO;NO;NO
104,2100,LIBERAL;CPC;NDP;GREEN,3;1;4;2,YES;NO;YES;YES
104,2101,CPC;LIBERAL;GREEN;NDP,4;2;3;1,YES;YES;YES;YES
104,2102,CPC;GREEN;LIBERAL;NDP,5;3;2;1,YES;NO;NO;NO
104,2103,CPC;LIBERAL;NDP;GREEN,2;1;1;1,YES;NO;NO;NO
104,2104,CPC;GREEN;NDP;LIBERAL,3;1;1;1,YES;NO;NO;NO
104,2105,CPC;NDP;GREEN;LIBERAL,5;1;1;2,YES;NO;NO;NO
105,2106,GREEN;NDP;LIBERAL;CPC,1;4;2;3,NO;YES;NO;YES
105,2107,NDP;GREEN;LIBERAL;CPC,3;4;3;5,NO;NO;NO;YES
105,2108,NDP;CPC;LIBERAL;GREEN,2;1;2;3,YES;YES;YES;YES
105,2109,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;YES;YES;YES
105,2110,GREEN;NDP;LIBERAL;CPC,1;2;1;1,YES;YES;YES;YES
105,2111,LIBERAL;NDP;CPC;GREEN,1;1;4;2,YES;YES;YES;YES
105,2112,NDP;GREEN;CPC;LIBERAL,2;2;1;4,YES;YES;YES;YES
105,2113,LIBERAL;NDP;CPC;GREEN,2;1;5;4,YES;NO;YES;YES
105,2114,GREEN;NDP;CPC;LIBERAL,1;2;1;1,YES;YES;YES;YES
105,2115,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;YES;YES;YES
105,2116,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;YES;YES;YES
105,2117,GREEN;NDP;LIBERAL;CPC,1;3;1;2,NO;YES;NO;NO
105,2118,LIBERAL;NDP;GREEN;CPC,2;3;5;4,YES;YES;YES;YES
105,2119,CPC;LIBERAL;NDP;GREEN,4;1;3;1,YES;YES;YES;YES
105,2120,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;YES;YES;YES
105,2121,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
105,2122,LIBERAL;NDP;GREEN;CPC,1;1;3;2,YES;YES;YES;YES
105,2123,GREEN;LIBERAL;NDP;CPC,1;4;3;2,NO;YES;YES;YES
105,2124,LIBERAL;CPC;GREEN;NDP,2;1;4;1,NO;NO;YES;NO
105,2125,LIBERAL;CPC;NDP;GREEN,2;1;3;2,NO;NO;YES;NO
105,2126,GREEN;NDP;CPC;LIBERAL,1;4;1;2,NO;YES;NO;YES
105,2127,GREEN;NDP;CPC;LIBERAL,1;3;1;2,NO;YES;NO;YES
106,2128,LIBERAL;NDP;GREEN;CPC,1;2;3;2,NO;YES;YES;YES
106,2129,NDP;LIBERAL;GREEN;CPC,2;2;3;3,NO;NO;YES;YES
106,2130,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;NO;YES;NO
106,2131,LIBERAL;CPC;NDP;GREEN,2;2;3;2,YES;YES;YES;YES
106,2132,CPC;LIBERAL;NDP;GREEN,4;2;3;2,YES;YES;YES;YES
106,2133,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;YES
106,2134,CPC;GREEN;NDP;LIBERAL,4;2;1;1,YES;NO;NO;NO
106,2135,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;YES
106,2136,CPC;LIBERAL;GREEN;NDP,2;1;1;1,YES;NO;NO;NO
106,2137,LIBERAL;NDP;CPC;GREEN,2;1;3;2,YES;NO;YES;YES
106,2138,LIBERAL;GREEN;NDP;CPC,1;1;3;1,NO;NO;YES;NO
106,2139,CPC;NDP;GREEN;LIBERAL,3;2;1;2,YES;NO;NO;NO
106,2140,LIBERAL;CPC;GREEN;NDP,2;1;3;1,NO;NO;YES;NO
106,2141,NDP;LIBERAL;CPC;GREEN,1;1;2;3,YES;YES;YES;YES
106,2142,CPC;LIBERAL;NDP;GREEN,2;1;1;1,YES;NO;NO;NO
106,2143,CPC;NDP;LIBERAL;GREEN,3;1;2;3,YES;NO;NO;YES
106,2144,CPC;NDP;LIBERAL;GREEN,4;1;2;4,YES;NO;NO;YES
106,2145,LIBERAL;CPC;NDP;GREEN,3;1;3;2,YES;NO;YES;NO
107,2146,LIBERAL;NDP;GREEN;CPC,2;2;4;4,YES;YES;YES;YES
107,2147,CPC;GREEN;LIBERAL;NDP,3;2;1;1,YES;NO;NO;NO
107,2148,NDP;LIBERAL;CPC;GREEN,2;1;2;3,NO;NO;NO;YES
107,2149,GREEN;LIBERAL;NDP;CPC,1;4;3;1,NO;YES;YES;NO
107,2150,NDP;GREEN;LIBERAL;CPC,1;1;1;3,YES;YES;YES;YES
107,2151,LIBERAL;NDP;GREEN;CPC,2;2;3;2,NO;NO;YES;NO
107,2152,LIBERAL;NDP;CPC;GREEN,1;1;2;1,YES;YES;YES;YES
107,2153,LIBERAL;CPC;NDP;GREEN,2;1;3;2,NO;NO;YES;NO
107,2154,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;NO
107,2155,LIBERAL;GREEN;NDP;CPC,1;2;4;1,NO;NO;YES;NO
107,2156,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;NO;YES;NO
107,2157,LIBERAL;GREEN;NDP;CPC,1;1;4;1,YES;YES;YES;YES
107,2158,NDP;LIBERAL;GREEN;CPC,1;1;2;3,NO;NO;NO;YES
107,2159,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;NO;YES;NO
107,2160,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;NO;NO;NO
107,2161,NDP;GREEN;CPC;LIBERAL,2;3;1;4,YES;YES;NO;YES
107,2162,CPC;NDP;LIBERAL;GREEN,5;3;3;4,YES;NO;NO;NO
